9.3853,3.4841,0.034537,0.70643,0.01158,0.77691,21.043
10.39,4.5875,0.037492,0.69123,0.016405,0.7511,6.0632
9.0333,3.4249,0.032109,0.68421,0.0045838,0.78518,6.9117
8.2128,3.0671,0.02937,0.7193,0.0038601,0.81117,7.1226
8.2161,3.6751,0.029058,0.72164,0.0038601,0.81272,7.1896
8.9413,3.4436,0.031663,0.70526,0.0067551,0.79197,6.9463
8.5341,3.4382,0.030834,0.7193,0.0062726,0.80302,7.3214
9.9626,4.2336,0.039963,0.80117,0.077443,0.6797,7.8508
9.3818,3.5407,0.033205,0.70409,0.0033776,0.80272,7.7175
11.393,5.2248,0.043135,0.67485,0.024367,0.71536,7.5616
