6.2341,2.5402,0.027196,0.26762,0.033103,0.34239,6.1316
6.5936,2.6596,0.027055,0.2019,0.0027586,0.34984,6.1851
6.7521,3.1511,0.02801,0.17905,0.0048276,0.32064,6.0262
6.6542,2.2304,0.027894,0.19048,0.01,0.31805,6.4257
6.8172,2.5261,0.027957,0.20095,0.013793,0.31898,6.2381
6.1297,1.9885,0.026146,0.21286,0.01,0.34114,6.4348
6.6392,2.6254,0.027527,0.18667,0.0027586,0.33458,6.4148
6.2934,2.1854,0.026714,0.20524,0.0058621,0.34454,6.6614
6.0571,2.3368,0.025074,0.19143,0.002069,0.3414,6.5118
6.2427,2.0798,0.027917,0.25857,0.031379,0.33699,6.7635
