6.6248,3.8359,0.070722,0.86667,0.25799,0.57202,0.73649
6.2325,3.8451,0.05874,0.79012,0.008284,0.83253,0.53884
4.9449,2.7795,0.047867,0.76543,0.03787,0.76378,0.52951
5.0431,2.4926,0.050274,0.77284,0.021302,0.79714,0.52278
4.6267,1.9123,0.045249,0.84938,0.14911,0.67659,0.58428
6.3194,3.6969,0.0607,0.74815,0.073373,0.69454,0.50344
4.543,2.4135,0.043579,0.86173,0.013018,0.87714,0.51135
5.724,3.5148,0.057087,0.74321,0.035503,0.75065,0.51415
5.4406,2.6688,0.052415,0.72346,0.0035503,0.79252,0.50356
7.0763,4.6103,0.069228,0.73827,0.015385,0.78171,0.51811
